src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.27,212.77.99.26,51590,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:54,121327.63862609863,54834.99122984564,164.8429016378946,90.66359590084204,74.17930573705257,11,9,1538,5115,583.0,66.0,139.8181818181818,149.9083466545283,2962.0,66.0,568.3333333333334,890.1245855372031,2962,66,332.65,643.7017379967215,414351.9274999999,220,180,20,4,6385.665190847297,37504.19616699219,0.0,9607.062270985969,121327.63862609863,37504.19616699219,83.44650268554688,12132.763862609863,12018.74923991497,111580.84869384766,46362.16163635254,0.0,13947.606086730957,17554.938089214393,0,0,0,0,1,0,0,0,0,0,0,0.8181818181818182,332.65,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,4.0,0.0,137575.6463240718,139.8181818181818,568.3333333333334,0,11,9,1538,5115
192.168.1.27,212.77.99.26,51620,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:54,112722.15843200684,44995.58978068533,88.71370224898529,53.22822134939117,35.485480899594116,6,4,985,4087,583.0,66.0,164.16666666666666,188.69235690815768,2962.0,66.0,1021.75,1180.8480797714835,2962,66,507.2,869.2707058218402,755631.5600000003,120,80,20,2,12524.684270222982,51101.2077331543,0.2384185791015625,18056.488711807648,112722.15843200684,51101.2077331543,150.20370483398438,22544.431686401367,19166.03248471253,49245.357513427734,47486.78207397461,0.2384185791015625,16415.119171142578,21982.703872730926,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,507.2,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.16666666666666,1021.75,0,6,4,985,4087
192.168.1.27,212.77.99.26,51634,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:54,145849.46632385254,34501.32610582653,68.56384361253284,41.1383061675197,27.425537445013134,6,4,945,4087,583.0,66.0,157.5,190.4798764524309,2962.0,66.0,1021.75,1180.8480797714835,2962,66,503.2,871.087343496621,758793.1600000001,120,80,20,2,16205.496258205838,82062.7212524414,0.2384185791015625,26630.044896494313,145849.46632385254,82062.7212524414,77.96287536621094,29169.893264770508,30020.11443052415,52566.0514831543,51962.852478027344,0.2384185791015625,17522.017161051434,24354.591237262724,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,503.2,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5,1021.75,0,6,4,945,4087
212.77.99.26,192.168.1.27,443,51574,04:92:26:65:48:a0,08:00:27:b1:9d:67,6,2024-01-09 11:48:54,117279.052734375,53274.64584959667,127.90007806401249,59.68670309653916,68.21337496747333,7,8,4952,1296,3881.0,66.0,707.4285714285714,1300.7589935048204,583.0,66.0,162.0,170.52345879672978,3881,66,416.53333333333336,937.6240089834637,879138.7822222223,140,160,20,5,8377.0751953125,61256.64710998535,0.0,15630.616374709294,117279.052734375,72475.91018676758,0.0,19546.5087890625,25834.2128215872,104393.24378967285,61256.64710998535,64.13459777832031,14913.320541381836,19572.59531587983,0,0,0,0,1,0,0,0,0,0,0,1.1428571428571428,416.53333333333336,43440,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.4285714285714,162.0,0,7,8,4952,1296
212.77.99.26,192.168.1.27,443,51604,04:92:26:65:48:a0,08:00:27:b1:9d:67,6,2024-01-09 11:48:54,138102.05459594727,36364.411917644095,65.16919698502525,21.723065661675086,43.44613132335017,3,6,4021,1001,3881.0,66.0,1340.3333333333333,1796.5255974302795,583.0,66.0,166.83333333333334,187.50859239571457,3881,66,558.0,1185.452281245901,1405297.111111111,60,120,20,1,17262.75682449341,64076.18522644043,15.020370483398438,21631.57225071053,39387.70294189453,36748.409271240234,2639.293670654297,19693.851470947266,17054.55780029297,138087.03422546387,64076.18522644043,134.7064971923828,27617.406845092773,21750.624840442397,0,0,0,0,1,0,0,0,0,0,0,2.0,558.0,43440,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.3333333333333,166.83333333333334,0,3,6,4021,1001
192.168.1.27,212.77.98.32,35680,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,671954.1549682617,81338.88241613976,71.43344474485343,34.22852560690893,37.20491913794449,23,25,3055,51601,583.0,66.0,132.82608695652175,122.5354082540734,4410.0,66.0,2064.04,1638.993825003621,4410,66,1138.6666666666667,1528.7536363180157,2337087.6805555555,460,500,20,10,14296.896914218334,551049.4709014893,0.0,79419.4700977152,628763.4372711182,554190.6356811523,78.67813110351562,28580.15623959628,114765.06562501338,659169.9123382568,560193.7770843506,0.0,27465.413014094036,111507.6189281784,0,0,0,0,1,0,0,0,0,0,0,1.0869565217391304,1138.6666666666667,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,6.0,15377.666666666666,6.333333333333333,145860.5166932287,5984283.6157605,132.82608695652175,2064.04,0,23,25,3055,51601
192.168.1.27,192.168.1.1,36997,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:55,3047.2278594970703,122734.50402941866,1312.6684922932477,656.3342461466239,656.3342461466239,2,2,152,222,76.0,76.0,76.0,0.0,130.0,92.0,111.0,19.0,130,76,93.5,22.06241147291021,486.75,16,16,8,2,1015.7426198323568,2862.9302978515625,0.2384185791015625,1308.3129730196436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,93.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,111.0,0,2,2,152,222
192.168.1.27,192.168.1.1,50529,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:55,3742.694854736328,131456.08153904957,1068.7486303987769,534.3743151993884,534.3743151993884,2,2,152,340,76.0,76.0,76.0,0.0,182.0,158.0,170.0,12.0,182,76,123.0,47.75981574503821,2281.0,16,16,8,2,1247.5649515787761,3587.007522583008,0.2384185791015625,1655.4488277018863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,170.0,0,2,2,152,340
192.168.1.27,192.168.1.1,54219,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:55,3823.7571716308594,114547.0228208006,1046.0915326100512,523.0457663050256,523.0457663050256,2,2,152,286,76.0,76.0,76.0,0.0,156.0,130.0,143.0,13.0,156,76,109.5,34.7383073853635,1206.75,16,16,8,2,1274.5857238769531,2673.3875274658203,103.95050048828125,1061.3031769609106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,109.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,143.0,0,2,2,152,286
192.168.1.27,146.59.30.96,35414,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:55,378989.93492126465,30705.300926837524,55.41044250782745,31.663110004472827,23.74733250335462,12,9,2073,9564,583.0,66.0,172.75,157.6896345145531,3311.0,66.0,1062.6666666666667,1116.870727623489,3311,66,554.1428571428571,861.8332777512458,742756.5986394559,240,180,20,6,18949.496746063232,280863.04664611816,13.828277587890625,60827.601858477945,378989.93492126465,324593.54400634766,529.2892456054688,34453.630447387695,91876.76215954141,372144.6990966797,286524.29580688477,321.38824462890625,46518.08738708496,91700.5904105977,0,0,0,0,1,0,0,0,0,0,0,0.75,554.1428571428571,64240,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.75,1062.6666666666667,0,12,9,2073,9564
192.168.1.27,212.77.101.100,55600,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:55,1151661.8728637695,25769.716528169392,27.78593331428737,17.366208321429607,10.419724992857764,20,12,3155,26523,583.0,66.0,157.75,153.03688280934108,10202.0,74.0,2210.25,3105.417393443271,10202,66,927.4375,2149.0367309782655,4618358.87109375,400,240,20,7,37150.38299560547,833364.9635314941,10.49041748046875,146662.2369450221,1151661.8728637695,833364.9635314941,215.05355834960938,60613.78278230366,183619.41943931006,1142215.9671783447,843077.8980255127,587.7017974853516,103837.81519803134,235907.9683905588,0,0,0,0,1,0,0,0,0,0,0,0.6,927.4375,64240,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20082.0,4.0,0.0,1454599.0558491347,157.75,2210.25,0,20,12,3155,26523
192.168.1.27,212.77.98.9,38334,80,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,5030196.666717529,81.90534631101251,1.1927963055001822,0.5963981527500911,0.5963981527500911,3,3,206,206,74.0,66.0,68.66666666666667,3.7712361663282534,74.0,66.0,68.66666666666667,3.7712361663282534,74,66,68.66666666666667,3.7712361663282534,14.222222222222223,60,60,20,0,1006039.3333435059,5012654.781341553,85.11543273925781,2003311.2932532192,5021828.651428223,5012892.246246338,8936.405181884766,2510914.3257141113,2501977.9205322266,5021345.376968384,5012739.896774292,8605.480194091797,2510672.688484192,2502067.2082901,0,0,0,0,1,0,0,0,0,0,0,1.0,68.66666666666667,64240,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66666666666667,68.66666666666667,0,3,3,206,206
192.168.1.1,239.255.255.250,40849,1900,04:92:26:65:48:a0,01:00:5e:7f:ff:fa,17,2024-01-09 11:48:56,266506.9103240967,38640.64908289505,82.549454245843,82.549454245843,0.0,22,0,10298,0,504.0,424.0,468.09090909090907,29.243350589817997,0.0,0.0,0.0,0.0,504,424,468.09090909090907,29.243350589817997,855.1735537190085,176,0,8,22,12690.805253528413,255335.80780029297,0.0,54271.88156535225,266506.9103240967,255335.80780029297,0.0,12690.805253528413,54271.88156535225,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,468.09090909090907,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9374.0,22.0,0.0,0.0,35173.57200456964,0.0,468.09090909090907,0.0,0,22,0,10298,0
192.168.1.27,192.168.1.1,48471,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:00,6815.671920776367,48124.3821317382,586.8827089236366,293.4413544618183,293.4413544618183,2,2,142,186,71.0,71.0,71.0,0.0,99.0,87.0,93.0,6.0,99,71,82.0,11.789826122551595,139.0,16,16,8,2,2271.890640258789,3008.127212524414,1103.1627655029297,835.6669716066092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,93.0,0,2,2,142,186
192.168.1.27,192.168.1.1,40004,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,1436.9487762451172,228261.44217687074,2783.67612410818,1391.83806205409,1391.83806205409,2,2,142,186,71.0,71.0,71.0,0.0,99.0,87.0,93.0,6.0,99,71,82.0,11.789826122551595,139.0,16,16,8,2,478.98292541503906,529.5276641845703,408.41102600097656,51.43361665833793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,93.0,0,2,2,142,186
192.168.1.27,172.217.16.46,41112,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:01,264115.0951385498,230929.625465007,359.6916713532212,121.15929982424292,238.53237152897825,32,63,3417,57575,583.0,66.0,106.78125,106.08155305441893,5491.0,66.0,913.8888888888889,938.9140655965039,5491,66,642.021052631579,856.690314112182,733918.294293629,640,1260,20,9,2807.6273329714513,87827.68249511719,-123.9776611328125,9833.059614126643,263073.205947876,93448.63891601562,6.9141387939453125,8486.232449931484,17657.201503663044,258535.62355041504,87827.68249511719,0.0,4169.929412103468,12051.013891986395,0,0,0,0,1,0,0,0,0,0,0,1.96875,642.021052631579,64240,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22985.0,25.0,0.0,493740.68182109174,106.78125,913.8888888888889,0,32,63,3417,57575
192.168.1.27,192.168.1.1,35900,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,4077.434539794922,150584.88223599578,981.0090047947608,490.5045023973804,490.5045023973804,2,2,150,464,75.0,75.0,75.0,0.0,240.0,224.0,232.0,8.0,240,75,153.5,78.70355773406943,6194.25,16,16,8,2,1359.1448465983074,2996.9215393066406,126.12342834472656,1206.438442309934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,153.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,232.0,0,2,2,150,464
192.168.1.27,172.217.16.14,36970,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:01,61815.738677978516,153132.52259771517,291.18797874063733,177.94820923038947,113.23976951024784,11,7,1526,7940,583.0,66.0,138.72727272727272,150.39710521216273,5666.0,66.0,1134.2857142857142,1899.248175635049,5666,66,525.8888888888889,1285.3594347664819,1652148.87654321,220,140,20,4,3636.2199222340305,17227.4112701416,0.2384185791015625,4711.2311699276615,61815.738677978516,25338.172912597656,342.8459167480469,6181.573867797852,7307.881087170699,54721.59385681152,18784.761428833008,0.2384185791015625,9120.26564280192,7208.6233574397165,0,0,0,0,1,0,0,0,0,0,0,0.6363636363636364,525.8888888888889,64240,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.72727272727272,1134.2857142857142,0,11,7,1526,7940
192.168.1.27,172.217.16.14,44195,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,78043.46084594727,172698.64577898075,269.0808399880246,128.13373332763078,140.94710666039384,10,11,3681,9797,1399.0,84.0,368.1,515.7350967308702,1399.0,84.0,890.6363636363636,576.8805253220703,1399,84,641.8095238095239,607.5227308345966,369083.8684807257,80,88,8,10,3902.1730422973633,20815.372467041016,0.0,5373.081174929742,78043.46084594727,20815.372467041016,1459.5985412597656,8671.495649549695,5823.741464304524,63995.5997467041,30391.454696655273,0.0,6399.55997467041,8868.509299344852,0,0,0,0,1,0,0,0,0,0,0,1.1,641.8095238095239,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,4.0,6785.0,5.0,11845.909796980337,14229176320.0,368.1,890.6363636363636,0,10,11,3681,9797
192.168.1.27,192.168.1.1,57163,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,3289.461135864258,169024.64477785025,1216.0046386895701,608.0023193447851,608.0023193447851,2,2,142,414,71.0,71.0,71.0,0.0,231.0,183.0,207.0,24.0,231,71,139.0,70.08566187174092,4912.0,16,16,8,2,1096.487045288086,2480.030059814453,110.38780212402344,1007.3967344610127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,207.0,0,2,2,142,414
192.168.1.27,192.168.1.1,46551,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,84.87701416015625,1885080.4494382022,23563.505617977527,23563.505617977527,0.0,2,0,160,0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80,80,80.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,80.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0,2,0,160,0
192.168.1.27,142.250.203.138,38440,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:01,274378.29971313477,23157.808057864524,47.37984021911218,25.51222165644502,21.86761856266716,7,6,1276,5078,583.0,66.0,182.28571428571428,172.2645094744991,4266.0,66.0,846.3333333333334,1539.4156539270205,4266,66,488.7692307692308,1104.2284569812082,1219320.4852071002,140,120,20,5,22864.8583094279,184216.49932861328,0.2384185791015625,49994.20970640181,274378.29971313477,220417.02270507812,105.61943054199219,45729.7166188558,79550.4730772562,249768.9723968506,194713.35411071777,0.2384185791015625,49953.79447937012,75455.11539809866,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,488.7692307692308,502,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,4.0,0.0,0.0,1332.4251838129119,0.0,182.28571428571428,846.3333333333334,0,7,6,1276,5078
192.168.1.27,142.250.186.214,46072,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:01,443477.6306152344,7761.383579200895,51.862818803492324,31.56867231516924,20.294146488323083,14,9,2061,1381,583.0,66.0,147.21428571428572,139.54322349899257,680.0,66.0,153.44444444444446,193.0648199215953,680,66,149.65217391304347,162.6267020953341,26447.444234404546,280,180,20,8,20158.07411887429,354060.17303466797,0.0,73347.68558567888,443477.6306152344,363036.3941192627,95.367431640625,34113.66389347957,95703.6445907121,432153.70178222656,361991.64390563965,0.0,54019.21272277832,117357.04204313297,0,0,0,0,1,0,0,0,0,0,0,0.6428571428571429,149.65217391304347,64240,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.5,4.0,0.0,0.0,2745.10815578477,0.0,147.21428571428572,153.44444444444446,0,14,9,2061,1381
192.168.1.27,192.168.1.1,37863,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:01,1617.1932220458984,217661.06560518945,2473.421200058971,1236.7106000294855,1236.7106000294855,2,2,154,198,77.0,77.0,77.0,0.0,105.0,93.0,99.0,6.0,105,77,88.0,11.789826122551595,139.0,16,16,8,2,539.0644073486328,876.6651153564453,156.402587890625,295.76725640465804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,88.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,99.0,0,2,2,154,198
34.107.243.93,192.168.1.27,443,42262,04:92:26:65:48:a0,08:00:27:b1:9d:67,6,2024-01-09 11:49:01,8262.157440185547,30258.44058405956,363.10128700871473,242.06752467247648,121.03376233623824,2,1,156,94,90.0,66.0,78.0,12.0,94.0,94.0,94.0,0.0,94,66,83.33333333333333,12.364824660660938,152.88888888888889,40,20,20,1,4131.078720092773,8050.441741943359,211.7156982421875,3919.363021850586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,83.33333333333333,270,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,0,2,1,156,94
192.168.1.27,192.168.1.1,34929,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:02,3198.385238647461,112556.7976146105,1250.6310846067834,625.3155423033917,625.3155423033917,2,2,158,202,79.0,79.0,79.0,0.0,107.0,95.0,101.0,6.0,107,79,90.0,11.789826122551595,139.0,16,16,8,2,1066.128412882487,1782.6557159423828,396.96693420410156,566.6956802072494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,101.0,0,2,2,158,202
192.168.1.27,212.77.99.26,51586,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:54,8305691.480636597,17061.433154646715,9.993147493318448,5.056773430353914,4.936374062964535,42,41,9255,132452,2106.0,66.0,220.35714285714286,318.1767868451041,10202.0,66.0,3230.5365853658536,2453.15301440333,10202,66,1707.313253012048,2299.7655141220025,5288921.419944839,840,820,20,24,101288.92049556825,4475614.070892334,0.0,543639.3572369844,8305691.480636597,4475614.070892334,90.83747863769531,202577.8409911365,755422.5676242646,8296081.304550171,4485284.805297852,0.0,207402.03261375427,769665.4147903065,0,0,0,0,1,0,0,0,0,0,0,0.9761904761904762,1707.313253012048,64240,21,0.0,0.0,0.0,0.0,3223099.2317199707,1252514.8391723633,2237807.035446167,985292.1962738037,2105.0,10.0,79640.0,17.0,298994.5450235362,1127732.5137069547,220.35714285714286,3230.5365853658536,0,42,41,9255,132452
192.168.1.27,74.125.205.84,46036,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:02,474964.1418457031,32623.515408524683,109.48194909604928,54.74097454802464,54.74097454802464,26,26,3812,11683,583.0,66.0,146.6153846153846,152.22606592804334,2866.0,66.0,449.34615384615387,652.0208197659673,2866,66,297.9807692307692,497.0547675436478,247063.44193786976,520,520,20,11,9313.022389131434,95831.39419555664,0.0,17262.869072564194,474964.1418457031,121081.11381530762,61.75041198730469,18998.565673828125,27893.680776257694,446354.62760925293,120291.23306274414,0.0,17854.185104370117,29296.13082177144,0,0,0,0,1,0,0,0,0,0,0,1.0,297.9807692307692,64240,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.5,4.0,0.0,3715104768.0,146.6153846153846,449.34615384615387,0,26,26,3812,11683
192.168.1.27,192.168.1.1,57874,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:02,2237.7967834472656,151935.1544854038,1787.4724057106328,893.7362028553164,893.7362028553164,2,2,148,192,74.0,74.0,74.0,0.0,102.0,90.0,96.0,6.0,102,74,85.0,11.789826122551595,139.0,16,16,8,2,745.9322611490885,1955.5091857910156,0.0,863.0290935294132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,85.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,96.0,0,2,2,148,192
192.168.1.27,212.77.98.9,48588,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,10632601.737976074,74569.89545353966,27.838905970002397,12.226546540879431,15.612359429122966,130,166,41902,750970,1784.0,66.0,322.32307692307694,441.44950430606553,17442.0,66.0,4523.915662650603,5150.590501191053,17442,66,2678.6216216216217,4394.447370792787,19311167.69466764,2600,3320,20,44,36042.10514133259,3986516.4756774902,-82.96966552734375,303697.50245059194,10632601.737976074,3986516.4756774902,-36.47804260253906,82423.26928663623,455098.3638085419,10623433.828353882,4000324.9645233154,0.0,64384.44744456898,405961.82333310775,0,0,0,0,1,0,0,0,0,0,0,1.2769230769230768,2678.6216216216217,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.5,4.0,68454.4,12.1,639176.5568750685,3269126.6125407475,322.32307692307694,4523.915662650603,0,130,166,41902,750970
192.168.1.27,74.125.205.84,50281,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:49:02,2094277.6203155518,8821.657559047168,17.18969808528812,6.684882588723157,10.504815496564962,14,22,4003,14472,1399.0,73.0,285.92857142857144,363.5852158486005,1399.0,66.0,657.8181818181819,589.0337724816522,1399,66,513.1944444444445,544.3422544402885,296308.4899691357,112,176,8,14,59836.50343758719,1726237.0586395264,0.0,286116.89482654893,2044377.8038024902,1748592.3767089844,275.61187744140625,157259.83106173002,459660.53790065553,2066085.3385925293,1752827.6443481445,0.0,98385.01612345378,370526.0704557913,0,0,0,0,1,0,0,0,0,0,0,1.5714285714285714,513.1944444444445,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.5,4.0,0.0,370616.43723852484,285.92857142857144,657.8181818181819,0,14,22,4003,14472
192.168.1.27,172.217.16.46,40382,80,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:49:00,5016633.749008179,82.12678473517327,1.1960211369199993,0.7973474246133329,0.39867371230666643,4,2,272,140,74.0,66.0,68.0,3.4641016151377544,74.0,66.0,70.0,4.0,74,66,68.66666666666667,3.7712361663282534,14.222222222222223,80,40,20,0,1003326.7498016357,5001822.471618652,109.19570922851562,1999249.9762095886,5016633.749008179,5001822.471618652,6047.487258911133,1672211.2496693928,2354390.934909091,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,68.66666666666667,64240,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,70.0,0,4,2,272,140
192.168.1.239,239.255.255.250,51506,1900,80:fa:5b:84:6a:d5,01:00:5e:7f:ff:fa,17,2024-01-09 11:49:02,3003511.1904144287,290.32686902680734,1.3317746285633363,1.3317746285633363,0.0,4,0,872,0,218.0,218.0,218.0,0.0,0.0,0.0,0.0,0.0,218,218,218.0,0.0,0.0,32,0,8,4,1001170.3968048096,1001637.4588012695,1000593.4238433838,433.2532465634537,3003511.1904144287,1001637.4588012695,1000593.4238433838,1001170.3968048096,433.2532465634537,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0,4,0,872,0
