src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.27,142.250.203.131,60696,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:49,82732.6774597168,86555.88359855449,253.8295706702478,145.0454689544273,108.78410171582047,12,9,1592,5569,583.0,66.0,132.66666666666666,145.39047041979364,2866.0,66.0,618.7777777777778,909.3853574778195,2866,66,341.0,651.4370195776338,424370.1904761905,240,180,20,4,4136.63387298584,17565.011978149414,0.2384185791015625,5433.595935241442,81829.54788208008,23097.03826904297,112.77198791503906,7439.049807461825,7091.029188500903,74242.11502075195,22831.439971923828,0.2384185791015625,9280.264377593994,8991.23083218608,0,0,0,0,1,0,0,0,0,0,0,0.75,341.0,64240,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.66666666666666,618.7777777777778,0,12,9,1592,5569
192.168.1.27,142.250.203.131,52506,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:49,64533.47206115723,159731.06158353438,232.43751685613267,108.47084119952858,123.9666756566041,7,8,3298,7010,1399.0,73.0,471.14285714285717,587.2875734063773,1399.0,69.0,876.25,550.3114459104045,1399,69,687.2,602.7587908940026,363318.16,56,64,8,7,4603.147506713867,25124.549865722656,-89.40696716308594,6793.893052649288,39408.92219543457,13488.76953125,210.76202392578125,6568.153699239095,4485.235890480083,56385.040283203125,26290.178298950195,0.0,8055.005754743303,9839.613976850602,0,0,0,0,1,0,0,0,0,0,0,1.1428571428571428,687.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4551.0,4.0,0.0,9444966.602671945,471.14285714285717,876.25,0,7,8,3298,7010
192.168.1.27,192.168.1.1,54875,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:53,3390.5506134033203,98509.07362351452,1179.7493847127487,589.8746923563743,589.8746923563743,2,2,130,204,65.0,65.0,65.0,0.0,123.0,81.0,102.0,21.0,123,65,83.5,23.722352328552915,562.75,16,16,8,2,1130.1835378011067,3250.1220703125,0.476837158203125,1500.1039621694736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,83.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,102.0,0,2,2,130,204
192.168.1.27,212.77.98.9,38326,80,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,9181.976318359375,21999.621105110095,326.7270461154965,217.8180307436643,108.90901537183215,2,1,128,74,74.0,54.0,64.0,10.0,74.0,74.0,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,4590.9881591796875,9145.736694335938,36.2396240234375,4554.74853515625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,67.33333333333333,64240,43440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0,2,1,128,74
192.168.1.27,192.168.1.1,34909,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:53,6180.286407470703,56631.67965434766,647.2191960496875,323.60959802484376,323.60959802484376,2,2,138,212,69.0,69.0,69.0,0.0,127.0,85.0,106.0,21.0,127,69,87.5,23.722352328552915,562.75,16,16,8,2,2060.095469156901,5959.749221801758,0.2384185791015625,2758.9347197948828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,87.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,106.0,0,2,2,138,212
192.168.1.239,239.255.255.250,60765,1900,80:fa:5b:84:6a:d5,01:00:5e:7f:ff:fa,17,2024-01-09 11:48:50,3002739.429473877,282.40878701505636,1.3321169198823413,1.3321169198823413,0.0,4,0,848,0,212.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,212,212,212.0,0.0,0.0,32,0,8,4,1000913.143157959,1001320.8389282227,1000259.6378326416,466.8002387405739,3002739.429473877,1001320.8389282227,1000259.6378326416,1000913.143157959,466.8002387405739,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,212.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0,4,0,848,0
192.168.1.192,239.255.255.250,60767,1900,ac:67:5d:88:2f:61,01:00:5e:7f:ff:fa,17,2024-01-09 11:48:50,3000230.073928833,282.64499025220925,1.3332310860953265,1.3332310860953265,0.0,4,0,848,0,212.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,212,212,212.0,0.0,0.0,32,0,8,4,1000076.691309611,1001755.7144165039,997379.5413970947,1926.163582218612,3000230.073928833,1001755.7144165039,997379.5413970947,1000076.691309611,1926.163582218612,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,212.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0,4,0,848,0
192.168.1.27,192.168.1.1,41476,53,08:00:27:b1:9d:67,04:92:26:65:48:a0,17,2024-01-09 11:48:53,0.0,0,0,0,0,1,0,74,0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74,74,74.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,74.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0,1,0,74,0
192.168.1.27,212.77.98.32,35670,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,65033.912658691406,95119.60371299107,215.27230067602247,107.63615033801123,107.63615033801123,7,7,1238,4948,583.0,66.0,176.85714285714286,177.43926813856908,2962.0,66.0,706.8571428571429,966.2041234455921,2962,66,441.85714285714283,743.466576935647,552742.5510204083,140,140,20,3,5002.6086660531855,22160.053253173828,0.0,6425.888695972885,58933.97331237793,22160.053253173828,67.94929504394531,9822.328885396322,7255.125441827869,51963.090896606445,31752.824783325195,0.0,8660.515149434408,11892.733230680115,0,0,0,0,1,0,0,0,0,0,0,1.0,441.85714285714283,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.85714285714286,706.8571428571429,0,7,7,1238,4948
192.168.1.27,212.77.98.32,35676,443,08:00:27:b1:9d:67,04:92:26:65:48:a0,6,2024-01-09 11:48:53,61496.25778198242,104201.46251366628,276.43958532027574,162.61152077663277,113.82806454364295,10,7,1460,4948,583.0,66.0,146.0,155.88264816842187,2962.0,66.0,706.8571428571429,966.2041234455921,2962,66,376.94117647058823,689.1212196437734,474888.0553633218,200,140,20,4,3843.5161113739014,18810.033798217773,0.0,5452.04613543115,61496.25778198242,18810.033798217773,81.53915405273438,6832.91753133138,6166.656841606053,47472.71537780762,30802.72674560547,0.0,7912.119229634603,11420.381827824496,0,0,0,0,1,0,0,0,0,0,0,0.7,376.94117647058823,64240,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,706.8571428571429,0,10,7,1460,4948
